a,b,content_rate,style_rate,neither_rate,n
0,0,0.9959999918937683,0.9959999918937683,nan,500
0,1,0.5299999713897705,0.012000000104308128,0.45800002850592136,500
0,2,0.578000009059906,0.25,0.171999990940094,500
0,3,0.5360000133514404,0.24199999868869781,0.22199998795986176,500
0,4,0.5659999847412109,0.08399999886751175,0.3500000163912773,500
0,5,0.6499999761581421,0.24400000274181366,0.10600002110004425,500
0,6,0.7080000042915344,0.1899999976158142,0.10199999809265137,500
0,7,0.46399998664855957,0.1940000057220459,0.34200000762939453,500
0,8,0.5799999833106995,0.23999999463558197,0.18000002205371857,500
0,9,0.515999972820282,0.25,0.23400002717971802,500
1,0,0.43799999356269836,0.05400000140070915,0.5080000050365925,500
1,1,0.9860000014305115,0.9860000014305115,nan,500
1,2,0.4059999883174896,0.2160000056028366,0.37800000607967377,500
1,3,0.44200000166893005,0.2800000011920929,0.27799999713897705,500
1,4,0.6980000138282776,0.08399999886751175,0.21799998730421066,500
1,5,0.4000000059604645,0.30799999833106995,0.2919999957084656,500
1,6,0.4880000054836273,0.20800000429153442,0.30399999022483826,500
1,7,0.6259999871253967,0.21400000154972076,0.1600000113248825,500
1,8,0.46000000834465027,0.2919999957084656,0.24799999594688416,500
1,9,0.5440000295639038,0.10999999940395355,0.34599997103214264,500
2,0,0.6919999718666077,0.17399999499320984,0.1340000331401825,500
2,1,0.6579999923706055,0.08399999886751175,0.2580000087618828,500
2,2,0.9919999837875366,0.9919999837875366,nan,500
2,3,0.28600001335144043,0.6660000085830688,0.04799997806549072,500
2,4,0.5820000171661377,0.12399999797344208,0.2939999848604202,500
2,5,0.20999999344348907,0.27799999713897705,0.5120000094175339,500
2,6,0.4359999895095825,0.30399999022483826,0.2600000202655792,500
2,7,0.5899999737739563,0.17800000309944153,0.23200002312660217,500
2,8,0.5120000243186951,0.34599998593330383,0.1419999897480011,500
2,9,0.550000011920929,0.19200000166893005,0.257999986410141,500
3,0,0.6639999747276306,0.06800000369548798,0.2680000215768814,500
3,1,0.8299999833106995,0.012000000104308128,0.1580000165849924,500
3,2,0.6299999952316284,0.23600000143051147,0.1340000033378601,500
3,3,0.9959999918937683,0.9959999918937683,nan,500
3,4,0.6420000195503235,0.03400000184774399,0.3239999786019325,500
3,5,0.5260000228881836,0.4659999907016754,0.007999986410140991,500
3,6,0.6000000238418579,0.07000000029802322,0.32999997586011887,500
3,7,0.6899999976158142,0.05999999865889549,0.2500000037252903,500
3,8,0.5920000076293945,0.2759999930858612,0.13199999928474426,500
3,9,0.6499999761581421,0.2199999988079071,0.1300000250339508,500
4,0,0.5799999833106995,0.12200000137090683,0.2980000153183937,500
4,1,0.656000018119812,0.05400000140070915,0.28999998047947884,500
4,2,0.414000004529953,0.2639999985694885,0.32199999690055847,500
4,3,0.20399999618530273,0.3059999942779541,0.49000000953674316,500
4,4,0.9959999918937683,0.9959999918937683,nan,500
4,5,0.15800000727176666,0.4779999852180481,0.36400000751018524,500
4,6,0.3919999897480011,0.2680000066757202,0.3400000035762787,500
4,7,0.5339999794960022,0.25,0.2160000205039978,500
4,8,0.3619999885559082,0.4099999964237213,0.22800001502037048,500
4,9,0.41999998688697815,0.5339999794960022,0.04600003361701965,500
5,0,0.48399999737739563,0.20800000429153442,0.30799999833106995,500
5,1,0.6499999761581421,0.03200000151991844,0.31800002232193947,500
5,2,0.11999999731779099,0.2720000147819519,0.6079999879002571,500
5,3,0.3440000116825104,0.621999979019165,0.034000009298324585,500
5,4,0.39800000190734863,0.20000000298023224,0.40199999511241913,500
5,5,1.0,1.0,nan,500
5,6,0.44600000977516174,0.3240000009536743,0.22999998927116394,500
5,7,0.3479999899864197,0.11999999731779099,0.5320000126957893,500
5,8,0.39800000190734863,0.4860000014305115,0.11599999666213989,500
5,9,0.3880000114440918,0.4659999907016754,0.1459999978542328,500
6,0,0.8159999847412109,0.15199999511241913,0.032000020146369934,500
6,1,0.7039999961853027,0.02199999988079071,0.27400000393390656,500
6,2,0.3700000047683716,0.3499999940395355,0.2800000011920929,500
6,3,0.4000000059604645,0.21799999475479126,0.38199999928474426,500
6,4,0.5820000171661377,0.21400000154972076,0.20399998128414154,500
6,5,0.5440000295639038,0.37599998712539673,0.07999998331069946,500
